tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah
2021,01,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,23
2021,01,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,39
2021,01,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,18
2021,01,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,80
2021,01,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,41
2021,01,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,78
2021,01,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,33
2021,01,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,51
2021,01,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,32
2021,01,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,35
2021,01,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,51
2021,01,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,49
2021,01,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,14
2021,01,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,19
2021,01,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,29
2021,01,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,21
2021,01,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,18
2021,01,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,38
2021,01,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,32
2021,01,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,30
2021,01,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,37
2021,01,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,45
2021,01,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,27
2021,01,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,26
2021,01,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,30
2021,01,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,24
2021,01,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,23
2021,01,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,24
2021,01,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,15
2021,01,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,21
2021,01,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,18
2021,01,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,42
2021,01,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,14
